date,open,high,low,close,volume
5/22/06,16250,16270,15790,15800,
5/23/06,15700,15780,15560,15560,
5/24/06,15660,15950,15510,15920,
5/25/06,15800,15860,15640,15710,
5/26/06,15860,16000,15820,15980,
5/29/06,16110,16120,15860,15860,
5/30/06,15930,15950,15810,15840,
5/31/06,15550,15610,15420,15470,
6/1/06,15630,15660,15410,15500,
6/2/06,15630,15800,15260,15790,
6/5/06,15740,15790,15620,15680,
6/6/06,15450,15510,15340,15360,
6/7/06,15280,15440,15090,15100,
6/8/06,14960,14980,14490,14570,
6/9/06,14680,14850,14380,14800,
6/12/06,14680,14860,14580,14810,
6/13/06,14570,14660,14220,14270,
6/14/06,14050,14470,14020,14270,
6/15/06,14510,14600,14410,14440,
6/16/06,14900,14980,14790,14920,
6/19/06,14800,14930,14770,14890,
6/20/06,14790,14850,14610,14670,
6/21/06,14710,14720,14470,14700,
6/22/06,14900,15150,14860,15130,
6/23/06,14990,15130,14860,15100,
6/26/06,15070,15230,14980,15140,
6/27/06,15180,15220,15100,15130,
6/28/06,14920,14980,14830,14920,
6/29/06,14990,15150,14980,15130,
6/30/06,15520,15540,15400,15510,
7/3/06,15560,15630,15510,15560,
7/4/06,15660,15720,15620,15630,
7/5/06,15480,15600,15480,15550,
7/6/06,15450,15470,15280,15340,
7/7/06,15430,15450,15270,15340,
7/10/06,15120,15580,15080,15550,
7/11/06,15480,15510,15330,15450,
7/12/06,15400,15480,15170,15260,
7/13/06,15120,15390,15050,15060,
7/14/06,14850,15010,14790,14790,
7/18/06,14680,14720,14400,14410,
7/19/06,14500,14650,14460,14530,
7/20/06,14850,14980,14780,14950,
7/21/06,14850,14870,14790,14830,
7/24/06,14690,14870,14560,14760,
7/25/06,15000,15100,14990,15060,
7/26/06,15100,15130,14860,14890,
7/27/06,14900,15240,14840,15180,
7/28/06,15240,15380,15150,15320,
7/31/06,15530,15550,15410,15410,
8/1/06,15380,15540,15360,15420,
8/2/06,15330,15490,15290,15490,
8/3/06,15520,15590,15440,15510,
8/4/06,15510,15560,15440,15500,
8/7/06,15510,15530,15160,15200,
8/8/06,15230,15490,15190,15420,
8/9/06,15430,15680,15240,15660,
8/10/06,15610,15700,15540,15570,
8/11/06,15630,15690,15560,15600,
8/14/06,15580,15900,15550,15830,
8/15/06,15820,15930,15810,15870,
8/16/06,16010,16100,15980,16060,
8/17/06,16160,16220,16010,16040,
8/18/06,16060,16180,16020,16150,
8/21/06,16110,16150,15930,16000,
8/22/06,16020,16260,16000,16190,
8/23/06,16170,16240,16120,16170,
8/24/06,16110,16110,15910,15950,
8/25/06,15950,16170,15870,15970,
8/28/06,15970,16020,15740,15770,
8/29/06,15890,15950,15810,15920,
8/30/06,15940,15980,15760,15910,
8/31/06,15870,16230,15870,16160,
9/1/06,16050,16170,16030,16120,
9/4/06,16340,16430,16310,16350,
9/5/06,16350,16420,16280,16410,
9/6/06,16340,16400,16240,16290,
9/7/06,16130,16140,15930,15970,
9/8/06,15900,16130,15780,15990,
9/11/06,16000,16020,15720,15760,
9/12/06,15800,15850,15620,15650,
9/13/06,15890,15930,15680,15750,
9/14/06,15790,15970,15760,15900,
9/15/06,15810,15870,15720,15850,
9/19/06,15910,16060,15800,15810,
9/20/06,15700,15720,15570,15680,
9/21/06,15780,15830,15630,15770,
9/22/06,15630,15700,15530,15560,
9/25/06,15500,15650,15460,15580,
9/26/06,15610,15690,15530,15580,
9/27/06,15700,15960,15700,15940,
9/28/06,15980,16060,15920,16050,
9/29/06,16100,16140,16020,16100,
10/2/06,16180,16350,16160,16290,
10/3/06,16210,16280,16160,16240,
10/4/06,16300,16390,16040,16120,
10/5/06,16370,16510,16310,16460,
10/6/06,16470,16480,16380,16480,
10/10/06,16340,16640,16330,16510,
10/11/06,16530,16630,16410,16440,
10/12/06,16410,16530,16360,16380,
10/13/06,16530,16610,16520,16570,
10/16/06,16680,16740,16660,16700,
10/17/06,16700,16710,16570,16620,
10/18/06,16530,16700,16480,16660,
10/19/06,16680,16700,16500,16530,
10/20/06,16590,16680,16570,16630,
10/23/06,16640,16820,16610,16770,
10/24/06,16850,16920,16760,16790,
10/25/06,16860,16870,16710,16710,
10/26/06,16820,16880,16790,16830,
10/27/06,16890,16910,16650,16690,
10/30/06,16570,16570,16340,16380,
10/31/06,16390,16490,16320,16350,
11/1/06,16330,16460,16250,16390,
11/2/06,16260,16360,16210,16350,
11/6/06,16280,16410,16210,16380,
11/7/06,16530,16550,16390,16430,
11/8/06,16400,16440,16200,16240,
11/9/06,16230,16300,16110,16250,
11/10/06,16180,16300,16080,16080,
11/13/06,16000,16080,15920,16010,
11/14/06,16230,16330,16200,16300,
11/15/06,16350,16390,16250,16270,
11/16/06,16300,16380,16150,16180,
11/17/06,16190,16250,16070,16070,
11/20/06,16010,16040,15710,15720,
11/21/06,15760,15830,15690,15700,
11/22/06,15700,15910,15680,15860,
11/24/06,15780,15780,15630,15730,
11/27/06,15620,15910,15610,15880,
11/28/06,15690,15870,15650,15850,
11/29/06,15960,16130,15960,16100,
11/30/06,16170,16310,16150,16310,
12/1/06,16310,16380,16240,16330,
12/4/06,16240,16360,16180,16240,
12/5/06,16360,16400,16230,16290,
12/6/06,16310,16400,16240,16400,
12/7/06,16480,16550,16410,16480,
12/8/06,16500,16520,16370,16400,
12/11/06,16490,16620,16480,16580,
12/12/06,16630,16700,16620,16680,
12/13/06,16630,16700,16590,16700,
12/14/06,16730,16840,16720,16840,
12/15/06,16950,16980,16870,16910,
12/18/06,16960,17010,16940,16960,
12/19/06,16880,16960,16760,16810,
12/20/06,16850,17070,16840,17000,
12/21/06,17050,17120,17010,17050,
12/22/06,17040,17120,17010,17110,
12/25/06,17140,17140,17070,17100,
12/26/06,17100,17210,17080,17180,
12/27/06,17230,17280,17230,17260,
12/28/06,17310,17320,17180,17250,
12/29/06,17270,17300,17240,17270,
1/4/07,17350,17390,17330,17360,33834
1/5/07,17310,17340,17020,17080,97853
1/9/07,17000,17290,16990,17260,93229
1/10/07,17230,17240,16860,16950,115829
1/11/07,16980,17080,16770,16860,122880
1/12/07,17010,17180,16950,17080,122120
1/15/07,17150,17290,17140,17250,70514
1/16/07,17220,17310,17190,17250,60337
1/17/07,17150,17370,17010,17270,123195
1/18/07,17230,17430,17220,17380,117903
1/19/07,17350,17400,17250,17320,98700
1/22/07,17460,17500,17410,17410,58702
1/23/07,17350,17450,17330,17420,78820
1/24/07,17520,17570,17510,17530,75371
1/25/07,17630,17640,17430,17480,100497
1/26/07,17400,17430,17310,17380,107527
1/29/07,17380,17500,17320,17480,84864
1/30/07,17520,17570,17460,17520,91212
1/31/07,17490,17520,17260,17390,124888
2/1/07,"17,390","17,560","17,360","17,560","113,752"
2/2/07,"17,580","17,650","17,540","17,590","97,139"
2/5/07,"17,530","17,540","17,300","17,350","117,806"
2/6/07,"17,410","17,450","17,350","17,430","76,441"
2/7/07,"17,360","17,380","17,190","17,290","111,196"
2/8/07,"17,390","17,410","17,220","17,280","104,171"
2/9/07,"17,330","17,550","17,290","17,510","116,644"
2/13/07,"17,460","17,640","17,450","17,600","106,933"
2/14/07,"17,650","17,800","17,650","17,780","101,215"
2/15/07,"17,930","17,940","17,820","17,890","102,378"
2/16/07,"17,820","17,900","17,790","17,870","74,386"
2/19/07,"17,830","17,980","17,810","17,920","74,186"
2/20/07,"17,920","17,960","17,820","17,960","82,507"
2/21/07,"17,890","17,970","17,850","17,930","103,611"
2/22/07,"18,050","18,140","18,030","18,090","96,143"
2/23/07,"18,110","18,240","18,050","18,220","103,879"
2/26/07,"18,260","18,310","18,150","18,230","93,455"
2/27/07,"18,250","18,280","18,070","18,110","105,882"
2/28/07,"17,440","17,590","17,340","17,540","201,994"
3/1/07,"17,480","17,560","17,260","17,390","147,408"
3/2/07,"17,370","17,370","17,160","17,160","151,226"
3/5/07,"16,840","16,940","16,520","16,630","178,027"
3/6/07,"16,660","16,880","16,640","16,820","153,251"
3/7/07,"16,990","17,000","16,720","16,760","138,502"
3/8/07,"16,700","17,090","16,670","17,070","91,352"
3/9/07,"17,070","17,200","17,040","17,110","128,056"
3/12/07,"17,270","17,280","17,140","17,280","81,545"
3/13/07,"17,220","17,250","17,090","17,130","98,179"
3/14/07,"16,720","16,780","16,550","16,550","142,116"
3/15/07,"16,740","16,880","16,700","16,800","106,543"
3/16/07,"16,720","16,870","16,580","16,700","141,618"
3/19/07,"16,640","17,000","16,630","17,000","120,060"
3/20/07,"17,130","17,220","17,070","17,140","95,912"
3/22/07,"17,400","17,430","17,330","17,380","72,225"
3/23/07,"17,460","17,490","17,340","17,440","90,119"
3/26/07,"17,450","17,490","17,360","17,470","70,174"
3/27/07,"17,390","17,540","17,340","17,430","95,330"
3/28/07,"17,390","17,470","17,160","17,250","116,383"
3/29/07,"17,150","17,380","17,050","17,270","111,183"
3/30/07,"17,330","17,420","17,280","17,310","80,563"
4/2/07,"17,390","17,460","17,020","17,030","130,504"
4/3/07,"17,180","17,310","17,120","17,270","90,429"
4/4/07,"17,440","17,610","17,420","17,580","99,839"
4/5/07,"17,520","17,550","17,450","17,530","78,319"
4/6/07,"17,530","17,580","17,450","17,530","58,085"
4/9/07,"17,640","17,780","17,630","17,760","85,851"
4/10/07,"17,660","17,740","17,640","17,690","63,164"
4/11/07,"17,700","17,740","17,650","17,700","57,699"
4/12/07,"17,620","17,630","17,470","17,520","94,558"
4/13/07,"17,680","17,690","17,340","17,400","106,909"
4/16/07,"17,570","17,730","17,530","17,650","92,714"
4/17/07,"17,800","17,810","17,470","17,610","121,460"
4/18/07,"17,600","17,730","17,550","17,660","93,120"
4/19/07,"17,510","17,540","17,230","17,390","154,403"
4/20/07,"17,490","17,530","17,410","17,410","76,508"
4/23/07,"17,630","17,680","17,420","17,480","100,473"
4/24/07,"17,370","17,520","17,320","17,450","100,470"
4/25/07,"17,370","17,390","17,240","17,280","96,934"
4/26/07,"17,380","17,520","17,330","17,460","91,420"
4/27/07,"17,380","17,560","17,300","17,410","146,643"
5/1/07,"17,420","17,430","17,210","17,280","102,164"
5/2/07,"17,330","17,460","17,240","17,440","86,819"
5/7/07,"17,630","17,730","17,630","17,690","81,332"
5/8/07,"17,650","17,730","17,600","17,670","82,124"
5/9/07,"17,630","17,770","17,620","17,750","80,557"
5/10/07,"17,810","17,850","17,720","17,770","80,788"
5/11/07,"17,590","17,610","17,460","17,540","112,075"
5/14/07,"17,720","17,790","17,680","17,710","74,617"
5/15/07,"17,570","17,620","17,500","17,550","95,859"
5/16/07,"17,500","17,570","17,440","17,560","92,796"
5/17/07,"17,610","17,670","17,480","17,530","91,928"
5/18/07,"17,580","17,580","17,330","17,400","114,994"
5/21/07,"17,470","17,610","17,410","17,560","100,552"
5/22/07,"17,570","17,740","17,550","17,690","107,583"
5/23/07,"17,750","17,810","17,700","17,730","96,985"
5/24/07,"17,700","17,770","17,610","17,660","91,346"
5/25/07,"17,520","17,530","17,380","17,450","106,302"
5/28/07,"17,550","17,640","17,540","17,600","76,844"
5/29/07,"17,540","17,700","17,520","17,680","82,864"
5/30/07,"17,650","17,730","17,490","17,590","133,997"
5/31/07,"17,750","17,890","17,700","17,860","133,055"
6/1/07,"17,960","18,030","17,930","17,950","99,619"
6/4/07,"18,070","18,080","17,980","18,010","73,269"
6/5/07,"18,010","18,080","17,950","18,050","85,563"
6/6/07,"18,010","18,070","17,990","18,040","62,362"
6/7/07,"17,860","18,080","17,850","18,080","60,152"
6/8/07,"17,880","17,890","17,720","17,790","123,226"
6/11/07,"17,940","17,950","17,820","17,840","74,441"
6/12/07,"17,860","17,890","17,760","17,800","78,853"
6/13/07,"17,650","17,800","17,610","17,730","101,893"
6/14/07,"17,850","17,900","17,840","17,900","64,567"
6/15/07,"17,970","18,030","17,960","18,020","62,904"
6/18/07,"18,170","18,220","18,130","18,200","86,377"
6/19/07,"18,170","18,180","18,130","18,180","52,398"
6/20/07,"18,190","18,320","18,170","18,240","90,022"
6/21/07,"18,120","18,310","18,110","18,260","95,281"
6/22/07,"18,180","18,220","18,110","18,220","99,267"
6/25/07,"18,120","18,220","18,080","18,100","97,675"
6/26/07,"18,130","18,140","18,040","18,090","94,481"
6/27/07,"17,990","18,010","17,850","17,850","106,939"
6/28/07,"17,920","17,990","17,920","17,970","75,368"
6/29/07,"18,030","18,170","18,000","18,160","103,518"
7/2/07,"18,140","18,190","18,080","18,190","65,438"
7/3/07,"18,220","18,250","18,170","18,210","63,196"
7/4/07,"18,190","18,230","18,160","18,190","58,404"
7/5/07,"18,220","18,320","18,210","18,240","70,013"
7/6/07,"18,210","18,220","18,100","18,150","77,936"
7/9/07,"18,250","18,300","18,240","18,280","54,967"
7/10/07,"18,260","18,280","18,220","18,260","53,808"
7/11/07,"18,110","18,130","18,050","18,060","85,639"
7/12/07,"18,120","18,150","17,940","17,980","106,925"
7/13/07,"18,190","18,300","18,180","18,270","108,625"
7/17/07,"18,260","18,270","18,190","18,210","64,122"
7/18/07,"18,150","18,160","17,970","18,050","116,669"
7/19/07,"18,120","18,150","18,050","18,130","81,426"
7/20/07,"18,170","18,240","18,150","18,180","69,252"
7/23/07,"17,980","18,010","17,900","17,970","87,583"
7/24/07,"18,020","18,040","17,920","18,020","87,782"
7/25/07,"17,770","17,900","17,750","17,860","111,986"
7/26/07,"17,830","17,880","17,670","17,700","109,275"
7/27/07,"17,250","17,380","17,200","17,290","171,536"
7/30/07,"17,070","17,310","17,040","17,300","140,164"
7/31/07,"17,280","17,310","17,200","17,280","103,142"
8/1/07,"17,110","17,150","16,810","16,810","170,651"
8/2/07,"16,950","17,000","16,650","16,980","179,844"
8/3/07,"17,030","17,110","16,910","17,010","138,673"
8/6/07,"16,700","16,960","16,660","16,860","133,208"
8/7/07,"17,050","17,060","16,870","16,940","130,328"
8/8/07,"16,960","17,100","16,920","17,100","123,403"
8/9/07,"17,250","17,280","17,150","17,220","107,857"
8/10/07,"16,800","16,850","16,650","16,750","169,205"
8/13/07,"16,830","16,960","16,730","16,780","133,073"
8/14/07,"16,820","16,870","16,750","16,840","96,325"
8/15/07,"16,630","16,650","16,400","16,400","137,374"
8/16/07,"16,240","16,240","15,860","16,050","263,675"
8/17/07,"15,980","16,030","15,230","15,300","265,267"
8/20/07,15790,15960,15710,15730,185185
8/21/07,15770,16110,15740,15870,183247
8/22/07,15870,15960,15780,15910,126193
8/23/07,16260,16380,16220,16360,130598
8/24/07,16300,16330,16180,16240,104106
8/27/07,16500,16520,16260,16310,80145
8/28/07,16210,16360,16190,16270,87887
8/29/07,15850,16060,15830,16050,115955
8/30/07,16270,16280,16090,16200,104289
8/31/07,16320,16600,16270,16600,109632
9/3/07,16500,16590,16450,16540,83623
9/4/07,16460,16520,16390,16400,76720
9/5/07,16520,16560,16140,16190,146183
9/6/07,15990,16270,15830,16240,166434
9/7/07,16140,16230,16020,16100,114084
9/10/07,15660,15860,15630,15740,132153
9/11/07,15780,15950,15610,15840,126313
9/12/07,15960,16050,15720,15780,146624
9/13/07,15920,15940,15790,15800,65457
9/14/07,"15,880","16,120","15,840","16,090","135,002"
9/18/07,"15,940","15,950","15,740","15,780","103,213"
9/19/07,"16,270","16,380","16,230","16,370","104,803"
9/20/07,"16,470","16,470","16,310","16,380","83,946"
9/21/07,"16,240","16,330","16,210","16,270","83,741"
9/25/07,"16,380","16,480","16,270","16,430","81,743"
9/26/07,"16,420","16,500","16,410","16,500","69,918"
9/27/07,"16,660","16,920","16,650","16,860","111,185"
9/28/07,"16,980","16,980","16,780","16,830","94,606"
10/1/07,"16,840","16,950","16,720","16,850","98,971"
10/2/07,"17,100","17,120","17,020","17,090","75,925"
10/3/07,"17,130","17,250","17,040","17,200","84,555"
10/4/07,"17,100","17,200","17,070","17,120","88,842"
10/5/07,"17,090","17,180","17,060","17,130","73,279"
10/9/07,"17,220","17,280","17,170","17,200","67,100"
10/10/07,"17,230","17,290","17,180","17,230","62,693"
10/11/07,"17,240","17,530","17,190","17,530","121,605"
10/12/07,"17,480","17,490","17,310","17,340","98,096"
10/15/07,"17,440","17,470","17,330","17,400","67,866"
10/16/07,"17,280","17,320","17,130","17,130","106,687"
10/17/07,"17,140","17,150","16,820","16,980","177,475"
10/18/07,"17,010","17,180","17,000","17,120","120,830"
10/19/07,"16,950","16,950","16,730","16,820","133,070"
10/22/07,"16,280","16,490","16,250","16,440","123,908"
10/23/07,"16,490","16,580","16,440","16,480","75,514"
10/24/07,"16,530","16,600","16,340","16,370","111,524"
10/25/07,"16,430","16,470","16,210","16,280","115,700"
10/26/07,"16,420","16,530","16,360","16,490","102,361"
10/29/07,"16,660","16,800","16,660","16,730","78,628"
10/30/07,"16,640","16,690","16,500","16,670","95,108"
10/31/07,"16,630","16,750","16,570","16,710","90,757"
11/1/07,"16,820","16,910","16,800","16,910","81,910"
11/2/07,"16,540","16,640","16,490","16,490","112,434"
11/5/07,"16,440","16,450","16,220","16,300","90,349"
11/6/07,"16,150","16,360","16,150","16,270","103,412"
11/7/07,"16,340","16,360","16,090","16,130","99,698"
11/8/07,"15,780","15,860","15,630","15,740","147,906"
11/9/07,"15,780","15,850","15,550","15,550","154,597"
11/12/07,"15,230","15,290","14,970","15,220","165,361"
11/13/07,"15,180","15,250","14,980","15,040","167,984"
11/14/07,"15,400","15,530","15,360","15,530","126,519"
11/15/07,"15,560","15,600","15,360","15,390","109,963"
11/16/07,"15,190","15,200","15,030","15,190","130,455"
11/19/07,"15,210","15,310","15,040","15,070","110,576"
11/20/07,"14,830","15,240","14,750","15,210","184,470"
11/21/07,"15,090","15,170","14,770","14,820","183,583"
11/22/07,"14,680","15,010","14,660","14,800","182,298"
11/26/07,"14,960","15,310","14,950","15,200","135,482"
11/27/07,"14,830","15,350","14,800","15,240","170,795"
11/28/07,"15,260","15,290","15,090","15,160","111,585"
11/29/07,"15,520","15,570","15,460","15,570","100,248"
11/30/07,"15,550","15,760","15,530","15,730","106,414"
12/3/07,"15,780","15,810","15,580","15,700","104,932"
12/4/07,"15,650","15,690","15,440","15,470","108,901"
12/5/07,"15,430","15,680","15,360","15,650","121,452"
12/6/07,"15,860","15,930","15,750","15,930","110,209"
12/7/07,"16,010","16,120","15,920","15,940","116,984"
12/10/07,"16,010","16,040","15,820","15,890","100,911"
12/11/07,"16,030","16,090","15,970","16,080","76,022"
12/12/07,"15,700","15,980","15,690","15,900","98,495"
12/13/07,15820,15840,15490,15520,74932
12/14/07,"15,620","15,730","15,460","15,570","139,714"
12/17/07,"15,440","15,550","15,230","15,240","94,666"
12/18/07,"15,090","15,340","15,030","15,170","127,033"
12/19/07,"15,190","15,300","15,050","15,090","82,675"
12/20/07,"15,180","15,200","15,010","15,010","70,696"
12/21/07,"15,090","15,330","15,030","15,320","100,168"
12/25/07,"15,640","15,650","15,530","15,640","46,910"
12/26/07,"15,650","15,730","15,600","15,710","34,774"
12/27/07,"15,650","15,670","15,560","15,600","43,309"
12/28/07,"15,430","15,440","15,240","15,250","46,929"
1/4/08,"14,900","14,900","14,560","14,660","73,845"
1/7/08,"14,500","14,700","14,430","14,460","96,037"
1/8/08,"14,440","14,570","14,380","14,540","94,765"
1/9/08,"14,310","14,630","14,260","14,600","116,775"
1/10/08,"14,560","14,610","14,380","14,400","87,978"
1/11/08,"14,480","14,490","14,100","14,170","134,866"
1/15/08,"14,160","14,250","13,930","13,980","138,612"
1/16/08,"13,630","13,860","13,480","13,490","165,054"
1/17/08,"13,680","13,830","13,480","13,740","158,460"
1/18/08,"13,390","13,930","13,360","13,790","188,035"
1/21/08,"13,630","13,660","13,290","13,310","174,214"
1/22/08,"12,700","12,970","12,510","12,510","255,581"
1/23/08,"13,030","13,130","12,620","12,800","194,804"
1/24/08,"13,030","13,150","12,930","13,060","133,729"
1/25/08,"13,320","13,670","13,300","13,660","141,078"
1/28/08,"13,430","13,480","13,040","13,050","117,406"
1/29/08,"13,410","13,530","13,230","13,450","130,554"
1/30/08,"13,490","13,530","13,270","13,420","133,397"
1/31/08,"13,140","13,640","13,130","13,550","160,381"
2/1/08,"13,500","13,660","13,430","13,490","114,441"
2/4/08,"13,740","13,910","13,740","13,890","98,076"
2/5/08,"13,800","13,830","13,660","13,750","103,949"
2/6/08,"13,330","13,370","13,050","13,090","151,700"
2/7/08,"13,050","13,250","12,980","13,200","134,391"
2/8/08,"13,130","13,290","12,980","13,050","128,283"
2/12/08,"12,990","13,140","12,930","12,990","81,652"
2/13/08,"13,230","13,260","13,030","13,100","104,498"
2/14/08,"13,470","13,650","13,420","13,630","104,953"
2/15/08,"13,460","13,680","13,350","13,610","120,260"
2/18/08,"13,620","13,840","13,580","13,590","120,221"
2/19/08,"13,800","13,860","13,690","13,760","93,392"
2/20/08,"13,730","13,740","13,280","13,300","128,656"
2/21/08,"13,500","13,790","13,490","13,690","136,806"
2/22/08,"13,500","13,540","13,370","13,500","116,321"
2/25/08,"13,620","13,980","13,610","13,890","130,932"
2/26/08,"14,090","14,100","13,800","13,920","102,287"
2/27/08,"14,050","14,130","13,950","14,030","97,836"
2/28/08,"13,860","13,970","13,790","13,920","77,615"
2/29/08,"13,650","13,680","13,530","13,560","93,297"
3/3/08,"13,160","13,180","12,990","12,990","125,775"
3/4/08,"13,100","13,130","12,870","12,960","130,156"
3/5/08,"13,000","13,050","12,910","12,970","98,733"
3/6/08,"13,070","13,370","13,040","13,230","110,514"
3/7/08,"12,820","12,870","12,730","12,760","97,325"
3/10/08,"12,700","12,780","12,520","12,550","119,030"
3/11/08,"12,360","12,680","12,340","12,620","132,894"
3/12/08,"13,130","13,140","12,790","12,890","106,745"
3/13/08,"12,680","12,770","12,350","12,400","84,618"
3/14/08,"12,460","12,520","12,080","12,200","140,645"
3/17/08,"11,990","12,010","11,610","11,750","216,797"
3/18/08,"11,780","11,930","11,730","11,880","142,453"
3/19/08,"12,390","12,410","12,060","12,270","156,579"
3/21/08,"12,280","12,420","12,220","12,390","90,847"
3/24/08,"12,380","12,520","12,360","12,410","84,754"
3/25/08,"12,590","12,740","12,490","12,730","116,706"
3/26/08,"12,650","12,770","12,600","12,770","100,612"
3/27/08,"12,610","12,660","12,490","12,630","93,438"
3/28/08,"12,620","12,910","12,530","12,840","120,824"
3/31/08,"12,760","12,760","12,440","12,490","118,298"
4/1/08,"12,570","12,810","12,540","12,680","135,521"
4/2/08,"13,090","13,220","13,070","13,180","105,266"
4/3/08,"13,190","13,430","13,140","13,420","104,199"
4/4/08,"13,250","13,400","13,220","13,280","87,008"
4/7/08,"13,240","13,500","13,230","13,490","90,286"
4/8/08,"13,390","13,420","13,250","13,290","75,874"
4/9/08,"13,350","13,380","13,010","13,130","121,510"
4/10/08,"13,020","13,090","12,910","12,960","118,035"
4/11/08,"13,090","13,360","13,070","13,360","117,114"
4/14/08,"12,940","13,000","12,860","12,970","97,576"
4/15/08,"12,980","13,080","12,890","12,990","99,496"
4/16/08,"13,160","13,250","13,130","13,200","77,770"
4/17/08,"13,460","13,520","13,370","13,440","87,493"
4/18/08,"13,460","13,510","13,340","13,480","78,799"
4/21/08,"13,780","13,790","13,650","13,720","97,292"
4/22/08,"13,580","13,610","13,530","13,560","77,158"
4/23/08,"13,460","13,740","13,460","13,620","98,690"
4/24/08,"13,620","13,680","13,500","13,580","95,830"
4/25/08,"13,660","13,910","13,650","13,830","111,349"
4/28/08,"13,930","14,020","13,750","13,890","95,246"
4/30/08,"13,790","13,990","13,780","13,820","88,747"
5/1/08,"13,820","13,900","13,730","13,790","92,000"
5/2/08,"14,060","14,100","13,990","14,060","87,265"
5/7/08,"14,180","14,210","14,020","14,120","88,514"
5/8/08,"14,000","14,030","13,930","13,950","82,057"
5/9/08,"13,930","13,960","13,630","13,660","106,549"
5/12/08,"13,570","13,810","13,540","13,760","101,521"
5/13/08,"13,810","14,010","13,730","14,010","127,765"
5/14/08,"14,000","14,150","13,880","14,110","117,139"
5/15/08,"14,190","14,370","14,180","14,260","107,988"
5/16/08,"14,370","14,420","14,200","14,260","108,253"
5/19/08,"14,350","14,360","14,220","14,280","87,209"
5/20/08,"14,230","14,300","14,120","14,200","93,662"
5/21/08,"14,000","14,050","13,840","13,920","120,287"
5/22/08,"13,740","14,010","13,650","13,990","133,586"
5/23/08,"13,950","14,170","13,910","14,050","117,144"
5/26/08,"13,840","13,880","13,670","13,690","96,947"
5/27/08,"13,780","13,940","13,770","13,930","112,645"
5/28/08,"13,950","14,000","13,660","13,730","125,346"
5/29/08,"13,880","14,160","13,870","14,130","143,047"
5/30/08,"14,210","14,370","14,190","14,340","100,782"
6/2/08,"14,360","14,470","14,190","14,440","135,896"
6/3/08,"14,220","14,300","14,120","14,190","135,156"
6/4/08,"14,300","14,430","14,260","14,380","103,697"
6/5/08,"14,380","14,390","14,250","14,350","107,222"
6/6/08,"14,600","14,610","14,480","14,520","69,770"
6/9/08,"14,090","14,270","14,070","14,230","92,453"
6/10/08,"14,280","14,320","13,980","14,050","128,087"
6/11/08,"14,160","14,210","13,990","14,170","99,285"
6/12/08,13910,13940,13820,13880,
6/13/08,"14,010","14,070","13,820","13,980","122,184"
6/16/08,"14,150","14,400","14,120","14,340","97,611"
6/17/08,"14,420","14,430","14,310","14,390","84,506"
6/18/08,"14,340","14,500","14,330","14,440","69,406"
6/19/08,"14,310","14,310","14,080","14,140","108,362"
6/20/08,"14,180","14,220","13,910","13,960","110,361"
6/23/08,"13,730","13,940","13,670","13,850","97,804"
6/24/08,"13,770","13,900","13,750","13,890","66,458"
6/25/08,"13,800","13,890","13,650","13,880","100,040"
6/26/08,"13,880","13,980","13,820","13,850","80,975"
6/27/08,"13,500","13,600","13,470","13,530","92,894"
6/30/08,"13,610","13,630","13,460","13,470","78,922"
7/1/08,"13,510","13,600","13,460","13,460","87,896"
7/2/08,"13,500","13,510","13,250","13,290","130,623"
7/3/08,"13,190","13,360","13,140","13,220","140,310"
7/4/08,"13,290","13,310","13,140","13,280","107,163"
7/7/08,"13,210","13,430","13,180","13,370","98,475"
7/8/08,"13,300","13,310","12,990","13,000","140,707"
7/9/08,"13,230","13,310","13,040","13,120","131,865"
7/10/08,"12,950","13,160","12,920","13,050","128,538"
7/11/08,"13,060","13,190","12,920","13,090","142,787"
7/14/08,"13,010","13,200","12,970","13,050","129,853"
7/15/08,"12,890","12,900","12,720","12,760","125,342"
7/16/08,"12,730","12,840","12,680","12,730","117,966"
7/17/08,"12,920","12,950","12,860","12,920","82,656"
7/18/08,"13,010","13,030","12,770","12,850","104,490"
7/22/08,"13,030","13,230","12,960","13,200","97,913"
7/23/08,"13,280","13,410","13,240","13,360","109,628"
7/24/08,"13,450","13,660","13,420","13,660","118,320"
7/25/08,"13,420","13,460","13,330","13,360","88,760"
7/28/08,"13,450","13,480","13,330","13,350","81,083"
7/29/08,"13,190","13,200","13,020","13,130","106,334"
7/30/08,"13,300","13,390","13,280","13,370","74,219"
7/31/08,"13,440","13,490","13,250","13,360","101,754"
8/1/08,"13,270","13,280","13,030","13,030","124,372"
8/4/08,"13,070","13,130","12,910","12,950","104,324"
8/5/08,"13,000","13,070","12,890","12,920","90,656"
8/6/08,"13,170","13,300","13,130","13,230","97,187"
8/7/08,"13,250","13,260","13,030","13,130","103,829"
8/8/08,"13,050","13,270","12,960","13,170","127,281"
8/11/08,"13,310","13,470","13,300","13,390","102,072"
8/12/08,"13,370","13,430","13,280","13,310","98,928"
8/13/08,"13,190","13,200","12,940","13,040","126,710"
8/14/08,"12,900","13,100","12,900","12,950","107,232"
8/15/08,"12,980","13,030","12,950","13,030","58,107"
8/18/08,"12,940","13,270","12,920","13,170","108,139"
8/19/08,"12,940","12,950","12,780","12,850","94,386"
8/20/08,"12,750","12,930","12,740","12,860","75,272"
8/21/08,"12,900","12,910","12,720","12,750","89,696"
8/22/08,"12,730","12,740","12,620","12,670","67,068"
