date,open,high,low,close,volume
10/27/99,17600,17600,17340,17360,
10/28/99,17500,17520,17380,17450,
10/29/99,17820,17970,17820,17970,
11/1/99,18000,18130,17920,17950,
11/2/99,17980,18040,17860,18010,
11/4/99,18160,18390,18160,18360,
11/5/99,18300,18480,18130,18340,
11/8/99,18460,18480,18180,18180,
11/9/99,18370,18510,18250,18260,
11/10/99,18200,18610,18200,18590,
11/11/99,18550,18670,18290,18300,
11/12/99,18360,18460,18250,18300,
11/15/99,18440,18500,18190,18270,
11/16/99,18200,18290,18100,18160,
11/17/99,18450,18490,18060,18280,
11/18/99,18340,18650,18310,18610,
11/19/99,18720,18830,18610,18650,
11/22/99,18740,18820,18720,18810,
11/24/99,18690,19010,18660,18820,
11/25/99,18980,19000,18650,18750,
11/26/99,18800,19000,18680,18940,
11/29/99,18830,18910,18740,18820,
11/30/99,18820,18870,18520,18550,
12/1/99,18510,18720,18480,18600,
12/2/99,18640,18670,18370,18500,
12/3/99,18620,18640,18370,18500,
12/6/99,18560,18680,18510,18570,
12/7/99,18590,18670,18510,18600,
12/8/99,18540,18600,18400,18400,
12/9/99,18400,18400,18080,18200,
12/10/99,18340,18440,18230,18260,
12/13/99,18220,18270,18120,18120,
12/14/99,18180,18190,18020,18140,
12/15/99,18080,18290,18010,18060,
12/16/99,18090,18160,18030,18100,
12/17/99,18180,18260,18130,18140,
12/20/99,18220,18260,18070,18120,
12/21/99,18120,18170,18020,18170,
12/22/99,18180,18480,18180,18460,
12/24/99,18640,18760,18590,18660,
12/27/99,18630,18660,18510,18600,
12/28/99,18680,18800,18600,18780,
12/29/99,18850,18870,18710,18750,
12/30/99,18750,18910,18730,18830,
1/4/00,19130,19190,18940,18990,
1/5/00,18510,18580,18220,18380,
1/6/00,18390,18500,17870,17900,
1/7/00,18050,18220,17930,18170,
1/11/00,18770,18890,18690,18830,
1/12/00,18710,18770,18620,18620,
1/13/00,18620,18920,18610,18920,
1/14/00,18900,19080,18760,18850,
1/17/00,19120,19440,19100,19300,
1/18/00,19260,19310,19150,19150,
1/19/00,19100,19150,18910,18930,
1/20/00,18970,19180,18950,19060,
1/21/00,18910,18960,18680,18760,
1/24/00,18930,19110,18890,19050,
1/25/00,18850,19100,18790,18930,
1/26/00,19010,19120,19000,19100,
1/27/00,19100,19200,18950,19180,
1/28/00,19230,19470,19220,19380,
1/31/00,19210,19520,19180,19500,
2/1/00,19490,19540,19260,19450,
2/2/00,19660,19850,19560,19660,
2/3/00,19750,19870,19720,19830,
2/4/00,19960,19990,19750,19840,
2/7/00,19960,19960,19770,19950,
2/8/00,19910,20000,19850,19870,
2/9/00,20030,20040,19930,19990,
2/10/00,19850,19880,19700,19790,
2/14/00,19610,19770,19590,19690,
2/15/00,19640,19700,19340,19400,
2/16/00,19430,19700,19320,19700,
2/17/00,19640,19780,19560,19780,
2/18/00,19860,19880,19670,19840,
2/21/00,19700,19740,19560,19580,
2/22/00,19650,19740,19370,19450,
2/23/00,19500,19530,19400,19520,
2/24/00,19600,19670,19550,19640,
2/25/00,19590,19810,19530,19810,
2/28/00,19710,19880,19690,19770,
2/29/00,19720,19970,19710,19950,
3/1/00,20140,20190,20030,20050,
3/2/00,20010,20200,19950,20060,
3/3/00,19950,20030,19910,19940,
3/6/00,20150,20170,19780,19820,
3/7/00,19820,19970,19720,19940,
3/8/00,19750,19870,19710,19790,
3/9/00,19820,19910,19640,19680,
3/10/00,19890,19960,19660,19840,
3/13/00,19720,19730,19050,19140,
3/14/00,19020,19290,18890,18990,
3/15/00,19010,19060,18720,18970,
3/16/00,19000,19210,18800,19210,
3/17/00,19350,19470,19300,19440,
3/21/00,19460,19560,19360,19520,
3/22/00,19610,19700,19590,19670,
3/23/00,19690,19740,19520,19640,
3/24/00,19720,19970,19670,19840,
3/27/00,19940,20190,19850,20150,
3/28/00,20130,20490,20040,20480,
3/29/00,20480,20820,20450,20670,
3/30/00,20710,20790,20410,20430,
3/31/00,20360,20560,20310,20400,
4/3/00,20330,20720,20230,20710,
4/4/00,20650,20720,20530,20610,
4/5/00,20450,20650,20360,20500,
4/6/00,20500,20570,20220,20240,
4/7/00,20480,20490,20370,20440,
4/10/00,20550,20660,20500,20640,
4/11/00,20590,20650,20540,20570,
4/12/00,20490,20810,20470,20770,
4/13/00,20570,20660,20410,20530,
4/14/00,20490,20610,20350,20500,
4/17/00,19500,19550,19000,19000,
4/18/00,19240,19370,18520,18730,
4/19/00,18910,19230,18810,19120,
4/20/00,18990,19350,18960,19160,
4/21/00,19100,19270,18290,18770,
4/24/00,18670,19060,18430,18480,
4/25/00,18420,18670,18150,18170,
4/26/00,18420,18440,17950,18080,
4/27/00,18130,18270,18010,18090,
4/28/00,18050,18140,17900,18100,
5/1/00,18040,18440,18020,18430,
5/2/00,18550,18580,18410,18470,
5/8/00,18470,18510,18150,18160,
5/9/00,18070,18080,17780,17800,
5/10/00,17620,17810,17380,17740,
5/11/00,17260,17320,16740,16810,
5/12/00,17290,17380,17080,17280,
5/15/00,17350,17390,17200,17280,
5/16/00,17320,17620,17290,17560,
5/17/00,17700,17700,17330,17360,
5/18/00,17300,17300,16940,17000,
5/19/00,16800,16860,16580,16800,
5/22/00,16380,16460,16200,16300,
5/23/00,16350,16490,16180,16220,
5/24/00,15980,16260,15830,15930,
5/25/00,16330,16380,16190,16240,
5/26/00,16050,16110,15860,15990,
5/29/00,16030,16250,16030,16250,
5/30/00,16320,16470,16200,16300,
5/31/00,16600,16620,16260,16340,
6/1/00,16300,16710,16280,16710,
6/2/00,16800,16930,16720,16820,
6/5/00,17180,17260,17120,17230,
6/6/00,17140,17200,17070,17160,
6/7/00,17000,17200,17000,17170,
6/8/00,17250,17260,16900,16900,
6/9/00,16980,16980,16770,16780,
6/12/00,16860,17010,16770,16980,
6/13/00,16870,16910,16780,16860,
6/14/00,16920,16920,16470,16560,
6/15/00,16560,16600,16320,16340,
6/16/00,16350,16480,16270,16370,
6/19/00,16360,16690,16360,16670,
6/20/00,16770,16910,16750,16900,
6/21/00,16920,17210,16840,17110,
6/22/00,17200,17360,17080,17130,
6/23/00,16920,17220,16880,17000,
6/26/00,16900,16990,16760,16950,
6/27/00,17000,17370,17000,17360,
6/28/00,17300,17450,17240,17350,
6/29/00,17460,17520,17370,17480,
6/30/00,17360,17530,17310,17410,
7/3/00,17570,17640,17500,17540,
7/4/00,17660,17660,17430,17470,
7/5/00,17530,17590,17360,17470,
7/6/00,17330,17350,17160,17280,
7/7/00,17300,17510,17300,17330,
7/10/00,17570,17610,17490,17600,
7/11/00,17540,17590,17430,17480,
7/12/00,17540,17560,17210,17290,
7/13/00,17340,17340,17000,17030,
7/14/00,17040,17190,17000,17090,
7/17/00,17200,17490,17160,17280,
7/18/00,17280,17360,16840,16890,
7/19/00,16750,17020,16660,16930,
7/21/00,17110,17150,16750,16750,
7/24/00,16690,16690,16360,16520,
7/25/00,16340,16580,16320,16550,
7/26/00,16560,16580,16400,16470,
7/27/00,16310,16330,16030,16080,
7/28/00,15960,16030,15750,15750,
7/31/00,15500,15880,15430,15870,
8/1/00,15930,16140,15850,16140,
8/2/00,16080,16220,16050,16180,
8/3/00,16060,16090,15670,15710,
8/4/00,15710,15900,15540,15730,
8/7/00,15720,16050,15680,16010,
8/8/00,16080,16100,15750,15840,
8/9/00,15900,16060,15760,16050,
8/10/00,16050,16110,15960,15980,
8/11/00,15860,16210,15840,16200,
8/14/00,16180,16240,16050,16130,
8/15/00,16280,16320,16120,16260,
8/16/00,16320,16420,16230,16370,
8/17/00,16310,16310,16070,16100,
8/18/00,16160,16300,16120,16300,
8/21/00,16240,16260,15940,16040,
8/22/00,16070,16470,15980,16460,
8/23/00,16460,16540,16350,16390,
8/24/00,16430,16790,16430,16660,
8/25/00,16780,16960,16590,16950,
8/28/00,16950,17220,16830,17150,
8/29/00,17150,17230,17000,17120,
8/30/00,17080,17130,16870,16900,
8/31/00,16900,17070,16770,16850,
9/1/00,17030,17050,16690,16720,
9/4/00,16780,16890,16660,16740,
9/5/00,16620,16730,16400,16400,
9/6/00,16370,16540,16350,16450,
9/7/00,16350,16450,16240,16450,
9/8/00,16500,16560,16220,16500,
9/11/00,16350,16450,16060,16070,
9/12/00,16070,16130,15860,16080,
9/13/00,16140,16300,16100,16200,
9/14/00,16260,16320,16130,16160,
9/18/00,16050,16090,15950,16070,
9/19/00,15830,16120,15760,16090,
9/20/00,16210,16480,16140,16390,
9/21/00,16300,16440,16250,16250,
9/22/00,15850,16070,15760,15780,
9/25/00,16090,16140,15920,16000,
9/26/00,16000,16050,15920,15970,
9/27/00,15760,15780,15650,15700,
9/28/00,15720,15920,15660,15690,
9/29/00,15870,15930,15740,15760,
10/2/00,15670,15930,15500,15880,
10/3/00,15850,15990,15790,15930,
10/4/00,15850,16220,15800,16220,
10/5/00,16220,16220,16070,16080,
10/6/00,16030,16100,15900,16000,
10/10/00,15800,15940,15780,15840,
10/11/00,15660,15690,15400,15400,
10/12/00,15390,15600,15350,15510,
10/13/00,15210,15370,15100,15310,
10/16/00,15540,15700,15490,15540,
10/17/00,15540,15570,15350,15350,
10/18/00,15130,15150,14830,14850,
10/19/00,15020,15030,14770,14820,
10/20/00,15120,15310,15080,15250,
10/23/00,15210,15230,15040,15070,
10/24/00,15100,15240,15060,15150,
10/25/00,14970,15060,14740,14770,
10/26/00,14640,14860,14550,14810,
10/27/00,14750,15000,14590,14640,
10/30/00,14670,14730,14430,14480,
10/31/00,14500,14600,14340,14500,
11/1/00,14840,14930,14700,14910,
11/2/00,14850,14960,14770,14830,
11/6/00,14950,15420,14900,15420,
11/7/00,15310,15430,15260,15300,
11/8/00,15250,15620,15220,15350,
11/9/00,15170,15230,14940,14970,
11/10/00,14930,15030,14870,14990,
11/13/00,14600,14680,14450,14590,
11/14/00,14620,14740,14550,14740,
11/15/00,14920,14970,14770,14800,
11/16/00,14860,14860,14550,14640,
11/17/00,14460,14630,14420,14630,
11/20/00,14510,14600,14450,14580,
11/21/00,14380,14410,14200,14350,
11/22/00,14440,14480,14170,14230,
11/24/00,14230,14440,14190,14290,
11/27/00,14500,14760,14470,14760,
11/28/00,14640,14800,14570,14660,
11/29/00,14470,14540,14430,14500,
11/30/00,14400,14700,14350,14630,
12/1/00,14560,14990,14540,14940,
12/4/00,14940,15070,14880,14880,
12/5/00,15020,15030,14700,14720,
12/6/00,15020,15130,14860,14870,
12/7/00,14790,14830,14670,14670,
12/8/00,14640,14790,14620,14730,
12/11/00,14870,15110,14850,15100,
12/12/00,15130,15300,15090,15110,
12/13/00,15090,15290,15010,15260,
12/14/00,15080,15110,14890,14930,
12/15/00,14750,14840,14550,14570,
12/18/00,14510,14600,14390,14600,
12/19/00,14480,14500,14150,14200,
12/20/00,13920,14090,13820,13900,
12/21/00,13640,13760,13250,13250,
12/22/00,13470,13540,13350,13520,
12/25/00,13820,13970,13760,13950,
12/26/00,13870,14040,13820,13990,
12/27/00,13910,13940,13810,13900,
12/28/00,13980,14020,13870,13910,
12/29/00,14000,14010,13750,13760,
1/4/01,14010,14060,13640,13650,
1/5/01,13820,13960,13730,13810,
1/9/01,13680,13710,13460,13570,
1/10/01,13570,13610,13360,13410,
1/11/01,13410,13470,13120,13240,
1/12/01,13360,13460,13290,13360,
1/15/01,13510,13590,13470,13490,
1/16/01,13630,13640,13440,13590,
1/17/01,13630,13700,13480,13700,
1/18/01,13820,13930,13790,13870,
1/19/01,13990,14190,13940,14060,
1/22/01,14000,14020,13840,14010,
1/23/01,13950,14070,13910,13990,
1/24/01,14020,14040,13830,13830,
1/25/01,13850,13860,13720,13810,
1/26/01,13700,13760,13630,13740,
1/29/01,13730,13910,13730,13890,
1/30/01,13880,13940,13720,13820,
1/31/01,13880,13890,13720,13860,
2/1/01,13750,13780,13660,13700,
2/2/01,13760,13880,13720,13750,
2/5/01,13550,13570,13370,13390,
2/6/01,13270,13380,13230,13330,
2/7/01,13280,13390,13260,13360,
2/8/01,13300,13300,12970,13190,
2/9/01,13160,13500,13160,13490,
2/13/01,13470,13480,13250,13280,
2/14/01,13240,13410,13130,13290,
2/15/01,13250,13430,13250,13330,
2/16/01,13370,13380,13150,13180,
2/19/01,13030,13180,12950,13170,
2/20/01,13080,13250,13060,13220,
2/21/01,13110,13180,13080,13130,
2/22/01,12980,13140,12860,13110,
2/23/01,13050,13290,13040,13260,
2/26/01,13260,13310,13170,13250,
2/27/01,13250,13270,13010,13010,
2/28/01,12960,13050,12800,12880,
3/1/01,12820,12860,12510,12680,
3/2/01,12480,12580,12210,12210,
3/5/01,12280,12380,12130,12290,
3/6/01,12410,12750,12350,12710,
3/7/01,12850,12870,12530,12720,
3/8/01,12680,12770,12570,12660,
3/9/01,12560,12660,12450,12630,
3/12/01,12380,12410,12130,12150,
3/13/01,11850,11940,11650,11780,
3/14/01,11910,11980,11730,11730,
3/15/01,11370,12200,11350,12160,
3/16/01,12150,12340,12010,12230,
3/19/01,12190,12520,12000,12000,
3/21/01,12040,13000,12040,13000,
3/22/01,12940,13210,12680,12680,
3/23/01,12860,13270,12840,13210,
3/26/01,13350,13870,13270,13760,
3/27/01,13680,13830,13510,13560,
3/28/01,13770,13880,13560,13720,
3/29/01,13480,13580,13000,13050,
3/30/01,13190,13470,12920,12980,
4/2/01,13040,13140,12790,13120,
4/3/01,13010,13370,13010,13230,
4/4/01,13010,13280,12860,13220,
4/5/01,13400,13550,13320,13440,
4/6/01,13730,13740,13280,13320,
4/9/01,13180,13200,12770,12810,
4/10/01,12850,12890,12570,12680,
4/11/01,12860,13220,12750,13120,
4/12/01,13250,13470,13120,13340,
4/13/01,13500,13590,13280,13360,
4/16/01,13340,13460,13220,13260,
4/17/01,13140,13200,13010,13020,
4/18/01,13320,13840,13300,13810,
4/19/01,14280,14280,13810,13910,
4/20/01,13890,14020,13680,13820,
4/23/01,13880,14050,13620,13710,
4/24/01,13530,13880,13390,13830,
4/25/01,13790,13920,13760,13850,
4/26/01,14000,14100,13940,13940,
4/27/01,14010,14040,13780,13960,
5/1/01,14200,14440,14120,14380,
5/2/01,14390,14460,14290,14340,
5/7/01,14340,14590,14170,14560,
5/8/01,14320,14370,14220,14300,
5/9/01,14160,14180,13940,14180,
5/10/01,14060,14200,13980,14010,
5/11/01,14070,14190,14040,14110,
5/14/01,14010,14010,13820,13900,
5/15/01,13830,14130,13780,14090,
5/16/01,14000,14030,13670,13760,
5/17/01,13950,14030,13710,14000,
5/18/01,13990,14070,13870,13900,
5/21/01,14000,14230,13990,14210,
5/22/01,14320,14370,14050,14060,
5/23/01,14000,14210,13960,14060,
5/24/01,13820,13940,13790,13890,
5/25/01,13890,13960,13750,13840,
5/28/01,13740,13820,13700,13770,
5/29/01,13750,13840,13690,13820,
5/30/01,13600,13630,13460,13480,
5/31/01,13330,13430,13200,13300,
6/1/01,13410,13410,13210,13210,
6/4/01,13280,13320,13200,13280,
6/5/01,13220,13250,12980,13100,
6/6/01,13310,13320,13110,13150,
6/7/01,13110,13300,13040,13270,
6/8/01,13420,13510,13330,13510,
6/11/01,13400,13450,13210,13220,
6/12/01,13110,13180,12810,12830,
6/13/01,12890,12970,12800,12920,
6/14/01,12830,12940,12810,12820,
6/15/01,12610,12830,12580,12800,
6/18/01,12740,12800,12650,12670,
6/19/01,12730,12910,12510,12550,
6/20/01,12540,12770,12490,12630,
6/21/01,12790,13020,12730,13000,
6/22/01,13040,13090,12930,13050,
6/25/01,13000,13070,12810,12840,
6/26/01,12870,13030,12830,12980,
6/27/01,12900,12990,12790,12790,
6/28/01,12850,12880,12560,12690,
6/29/01,12900,12990,12820,12920,
7/2/01,12900,12900,12620,12770,
7/3/01,12920,12930,12740,12820,
7/4/01,12820,12820,12580,12620,
7/5/01,12560,12680,12520,12610,
7/6/01,12380,12430,12270,12270,
7/9/01,12090,12250,12030,12250,
7/10/01,12290,12360,12140,12260,
7/11/01,12100,12180,12000,12020,
7/12/01,12270,12430,12170,12410,
7/13/01,12470,12490,12290,12340,
7/16/01,12400,12400,12260,12320,
7/17/01,12140,12190,12110,12130,
7/18/01,12140,12140,11840,11880,
7/19/01,11930,11980,11860,11920,
7/23/01,11900,11920,11530,11570,
7/24/01,11570,11870,11550,11830,
7/25/01,11770,12050,11750,11860,
7/26/01,11860,11960,11770,11800,
7/27/01,11780,11950,11690,11810,
7/30/01,11910,11910,11530,11560,
7/31/01,11700,11880,11660,11870,
8/1/01,11930,12000,11810,11990,
8/2/01,12170,12430,12120,12410,
8/3/01,12290,12370,12210,12210,
8/6/01,12140,12320,12080,12230,
8/7/01,12070,12400,12070,12290,
8/8/01,12260,12300,12120,12150,
8/9/01,11970,12020,11730,11740,
8/10/01,11800,11870,11710,11770,
8/13/01,11630,11660,11400,11500,
8/14/01,11670,11950,11590,11930,
8/15/01,11850,11850,11650,11710,
8/16/01,11500,11590,11440,11520,
8/17/01,11550,11580,11410,11430,
8/20/01,11250,11350,11200,11240,
8/21/01,11310,11380,11150,11310,
8/22/01,11200,11500,11170,11400,
8/23/01,11400,11420,11100,11120,
8/24/01,11240,11260,11070,11180,
8/27/01,11360,11390,11200,11240,
8/28/01,11220,11270,11050,11220,
8/29/01,11070,11140,10950,10990,
8/30/01,10930,10980,10800,10880,
8/31/01,10680,10860,10660,10700,
9/3/01,10700,10760,10360,10370,
9/4/01,10430,10770,10320,10700,
9/5/01,10530,10650,10440,10610,
9/6/01,10550,10820,10500,10620,
9/7/01,10470,10570,10400,10480,
9/10/01,10300,10460,10170,10190,
9/11/01,10310,10350,10190,10320,
9/12/01,9360,9790,9320,9320,
9/13/01,9620,9690,9460,9640,
9/14/01,9600,10030,9530,9940,
9/17/01,9550,9620,9400,9450,
9/18/01,9750,9930,9610,9670,
9/19/01,9670,10040,9660,9940,
9/20/01,9710,9810,9630,9700,
9/21/01,9420,9560,9340,9520,
9/25/01,9840,9890,9580,9720,
9/26/01,9670,9700,9540,9620,
9/27/01,9600,9730,9560,9680,
9/28/01,9800,9930,9650,9650,
10/1/01,9710,9980,9570,9980,
10/2/01,9860,10150,9850,10130,
10/3/01,10170,10210,9900,9910,
10/4/01,10210,10220,10050,10180,
10/5/01,10170,10260,10020,10110,
10/9/01,10110,10120,9950,9950,
10/10/01,9970,10030,9910,9960,
10/11/01,10140,10370,10110,10320,
10/12/01,10530,10630,10420,10600,
10/15/01,10420,10500,10410,10460,
10/16/01,10400,10700,10380,10590,
10/17/01,10690,10800,10560,10750,
10/18/01,10600,10640,10430,10430,
10/19/01,10450,10590,10420,10490,
10/22/01,10510,10580,10500,10560,
10/23/01,10720,10870,10660,10830,
10/24/01,10790,10960,10710,10750,
10/25/01,10840,11050,10830,10920,
10/26/01,10980,11010,10760,10800,
10/29/01,10780,10790,10610,10670,
10/30/01,10480,10530,10420,10510,
10/31/01,10430,10480,10330,10380,
11/1/01,10460,10500,10310,10350,
11/2/01,10550,10560,10310,10380,
11/5/01,10440,10460,10340,10450,
11/6/01,10550,10660,10490,10660,
11/7/01,10600,10630,10270,10280,
11/8/01,10340,10420,10260,10390,
11/9/01,10440,10450,10190,10210,
11/12/01,10220,10260,10080,10090,
11/13/01,10030,10120,9940,10120,
11/14/01,10200,10230,10070,10170,
11/15/01,10170,10550,10140,10550,
11/16/01,10500,10860,10440,10570,
11/19/01,10630,10850,10600,10730,
11/20/01,10780,10810,10550,10620,
11/21/01,10520,10800,10490,10660,
11/22/01,10580,10720,10520,10680,
11/26/01,10860,11090,10840,11030,
11/27/01,10920,11180,10910,10920,
11/28/01,10840,10910,10630,10670,
11/29/01,10600,10680,10510,10650,
11/30/01,10670,10720,10550,10660,
12/3/01,10670,10690,10360,10390,
12/4/01,10440,10490,10330,10450,
12/5/01,10600,10760,10520,10750,
12/6/01,10960,11050,10810,10850,
12/7/01,10800,10930,10760,10800,
12/10/01,10700,10740,10570,10610,
12/11/01,10530,10620,10460,10550,
12/12/01,10500,10830,10500,10780,
12/13/01,10690,10710,10430,10470,
12/14/01,10450,10620,10370,10520,
12/17/01,10450,10490,10280,10340,
12/18/01,10480,10590,10320,10430,
12/19/01,10390,10520,10350,10430,
12/20/01,10490,10510,10330,10480,
12/21/01,10380,10430,10240,10290,
12/25/01,10380,10400,10170,10180,
12/26/01,10270,10310,10130,10130,
12/27/01,10190,10500,10170,10460,
12/28/01,10460,10570,10410,10460,
1/4/02,10720,10880,10680,10830,
1/7/02,10830,11000,10800,10840,
1/8/02,10810,10850,10660,10680,
1/9/02,10700,10760,10640,10670,
1/10/02,10670,10720,10500,10590,
1/11/02,10620,10640,10440,10470,
1/15/02,10290,10310,10220,10280,
1/16/02,10100,10270,10080,10260,
1/17/02,10180,10260,10060,10170,
1/18/02,10180,10300,10150,10230,
1/21/02,10230,10400,10160,10230,
1/22/02,10210,10280,10040,10050,
1/23/02,10050,10160,10040,10060,
1/24/02,10130,10240,9990,9990,
1/25/02,10130,10190,10010,10150,
1/28/02,10210,10300,10150,10230,
1/29/02,10170,10180,10020,10020,
1/30/02,9880,9930,9840,9900,
1/31/02,9950,10010,9880,9930,
2/1/02,9990,10030,9720,9780,
2/4/02,9790,9800,9610,9670,
2/5/02,9550,9690,9460,9500,
2/6/02,9490,9590,9420,9460,
2/7/02,9500,9630,9450,9530,
2/8/02,9480,9750,9480,9700,
2/12/02,9930,9950,9840,9840,
2/13/02,9870,10040,9860,9980,
2/14/02,10020,10230,10020,10050,
2/15/02,10100,10140,10020,10070,
2/18/02,10000,10120,9970,10100,
2/19/02,10120,10150,9760,9790,
2/20/02,9750,9910,9740,9830,
2/21/02,9910,10300,9880,10280,
2/22/02,10180,10440,10160,10300,
2/25/02,10370,10450,10270,10300,
2/26/02,10450,10460,10170,10230,
2/27/02,10340,10600,10270,10560,
2/28/02,10680,10800,10580,10600,
3/1/02,10650,10870,10530,10840,
3/4/02,11000,11450,10990,11340,
3/5/02,11580,11630,11360,11450,
3/6/02,11390,11670,11350,11390,
3/7/02,11600,11720,11500,11720,
3/8/02,11780,11980,11620,11900,
3/11/02,11960,12010,11730,11950,
3/12/02,11830,11860,11600,11640,
3/13/02,11550,11750,11360,11370,
3/14/02,11430,11550,11310,11510,
3/15/02,11580,11680,11500,11590,
3/18/02,11710,11750,11440,11500,
3/19/02,11620,11780,11570,11750,
3/20/02,11800,11810,11460,11500,
3/22/02,11380,11490,11280,11300,
3/25/02,11280,11350,11120,11220,
3/26/02,11260,11550,11150,11150,
3/27/02,11250,11420,11190,11260,
3/28/02,11300,11360,11230,11310,
3/29/02,11360,11400,11020,11100,
4/1/02,11160,11190,11000,11070,
4/2/02,11130,11220,11050,11180,
4/3/02,11060,11480,11010,11370,
4/4/02,11410,11550,11330,11420,
4/5/02,11340,11410,11290,11350,
4/8/02,11300,11440,11250,11330,
4/9/02,11330,11370,11110,11150,
4/10/02,11060,11300,11050,11220,
4/11/02,11330,11330,11120,11120,
4/12/02,11030,11120,10890,11020,
4/15/02,11000,11170,10940,11150,
4/16/02,11150,11370,11140,11330,
4/17/02,11500,11560,11400,11520,
4/18/02,11480,11640,11480,11560,
4/19/02,11450,11540,11380,11490,
4/22/02,11560,11760,11560,11670,
4/23/02,11610,11820,11570,11760,
4/24/02,11760,11810,11640,11680,
4/25/02,11690,11710,11570,11650,
4/26/02,11680,11710,11460,11550,
4/30/02,11520,11550,11440,11500,
5/1/02,11560,11600,11520,11540,
5/2/02,11600,11630,11520,11550,
5/7/02,11460,11470,11250,11320,
5/8/02,11360,11600,11350,11530,
5/9/02,11760,11780,11620,11630,
5/10/02,11590,11590,11530,11570,
5/13/02,11450,11460,11300,11350,
5/14/02,11470,11520,11330,11390,
5/15/02,11610,11700,11530,11600,
5/16/02,11690,11750,11570,11700,
5/17/02,11850,11940,11780,11780,
5/20/02,11890,11950,11830,11850,
5/21/02,11790,11820,11760,11800,
5/22/02,11770,12000,11750,11980,
5/23/02,12020,12050,11910,11920,
5/24/02,12010,12030,11840,11990,
5/27/02,11960,12090,11950,11960,
5/28/02,11920,11950,11890,11930,
5/29/02,11850,11890,11790,11840,
5/30/02,11790,11820,11670,11790,
5/31/02,11750,11920,11750,11760,
6/3/02,11810,11960,11800,11960,
6/4/02,11820,11870,11620,11670,
6/5/02,11700,11770,11640,11670,
6/6/02,11720,11750,11530,11580,
6/7/02,11420,11460,11350,11450,
6/10/02,11500,11510,11360,11380,
6/11/02,11410,11510,11390,11450,
6/12/02,11380,11410,11250,11310,
6/13/02,11380,11390,11120,11130,
6/14/02,11080,11130,10870,10910,
6/17/02,10840,10880,10570,10690,
6/18/02,10860,10880,10730,10830,
6/19/02,10750,10760,10430,10500,
6/20/02,10470,10620,10300,10540,
6/21/02,10400,10450,10300,10310,
6/24/02,10200,10490,10170,10420,
6/25/02,10420,10580,10400,10450,
6/26/02,10220,10280,10040,10120,
6/27/02,10270,10340,10220,10250,
6/28/02,10420,10610,10390,10580,
7/1/02,10620,10680,10530,10600,
7/2/02,10460,10680,10360,10680,
7/3/02,10470,10870,10460,10770,
7/4/02,10720,10780,10620,10650,
7/5/02,10710,10890,10700,10840,
7/8/02,11080,11100,10760,10780,
7/9/02,10880,10960,10760,10950,
7/10/02,10880,10960,10720,10730,
7/11/02,10630,10630,10440,10530,
7/12/02,10650,10700,10560,10610,
7/15/02,10550,10550,10360,10430,
7/16/02,10310,10500,10240,10240,
7/17/02,10260,10340,10110,10310,
7/18/02,10380,10510,10330,10390,
7/19/02,10330,10360,10160,10200,
7/22/02,9990,10290,9950,10140,
7/23/02,10030,10270,9990,10230,
7/24/02,10090,10140,9880,9930,
7/25/02,10190,10190,9890,9900,
7/26/02,9820,9840,9530,9650,
7/29/02,9710,9850,9630,9740,
7/30/02,9950,10000,9900,9980,
7/31/02,9980,9980,9820,9880,
8/1/02,9920,9920,9720,9770,
8/2/02,9650,9790,9610,9720,
8/5/02,9640,9780,9620,9730,
8/6/02,9580,9610,9430,9520,
8/7/02,9760,9890,9710,9880,
8/8/02,9830,9940,9730,9820,
8/9/02,9880,10050,9850,9990,
8/12/02,9900,9930,9730,9750,
8/13/02,9670,9800,9640,9690,
8/14/02,9650,9680,9610,9650,
8/15/02,9770,9850,9760,9770,
8/16/02,9870,9890,9720,9810,
8/19/02,9780,9780,9490,9600,
8/20/02,9760,9760,9570,9610,
8/21/02,9540,9710,9500,9580,
8/22/02,9650,9850,9550,9780,
8/23/02,9900,9980,9840,9880,
8/26/02,9780,10170,9770,10100,
8/27/02,10020,10080,9890,9940,
8/28/02,9930,9970,9740,9790,
8/29/02,9670,9700,9550,9590,
8/30/02,9650,9690,9520,9570,
9/2/02,9560,9570,9480,9500,
9/3/02,9450,9480,9220,9230,
9/4/02,9090,9160,8990,9080,
9/5/02,9150,9290,9070,9180,
9/6/02,9070,9150,8960,9110,
9/9/02,9300,9360,9270,9330,
9/10/02,9330,9460,9260,9310,
9/11/02,9390,9440,9350,9380,
9/12/02,9320,9440,9250,9420,
9/13/02,9180,9250,9100,9190,
9/17/02,9420,9620,9330,9610,
9/18/02,9310,9580,9210,9570,
9/19/02,9740,9960,9590,9610,
9/20/02,9490,9650,9410,9450,
9/24/02,9310,9330,9150,9270,
9/25/02,9170,9350,9090,9170,
9/26/02,9350,9400,9280,9320,
9/27/02,9480,9580,9410,9560,
9/30/02,9400,9480,9260,9290,
10/1/02,9220,9230,9080,9090,
10/2/02,9270,9290,9040,9070,
10/3/02,9070,9090,8880,8880,
10/4/02,8840,9010,8820,8960,
10/7/02,8830,8870,8630,8700,
10/8/02,8690,8800,8660,8710,
10/9/02,8640,8650,8490,8510,
10/10/02,8430,8490,8180,8440,
10/11/02,8590,8620,8470,8540,
10/15/02,8750,8870,8700,8860,
10/16/02,8990,8990,8820,8870,
10/17/02,8890,9050,8880,8970,
10/18/02,9090,9130,9050,9090,
10/21/02,9070,9120,8920,8930,
